,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
646,102,103,Towering sequoias inspired photographers capturing sunlight streaming through canopies overhead.,False,Towering sequoias inspired photographers capturing sunlight streaming through canopies overhead,tower sequoia inspire photographer capture sunlight stream canopy overhead
647,103,104,"Diligent nurses hurried between wards, ensuring care for every patient.",False,Diligent nurses hurried between wards ensuring care for every patient,diligent nurse hurry ward ensure care patient
648,104,105,Tower cranes moved heavy materials across sites under construction deadlines.,False,Tower cranes moved heavy materials across sites under construction deadlines,tower crane move heavy material site construction deadline
649,105,106,"Agile fencers parried swiftly, practicing techniques inside grand martial halls.",False,Agile fencers parried swiftly practicing techniques inside grand martial halls,agile fencer parry swiftly practice technique grand martial hall
650,106,107,"Skilled sailors navigated choppy waters, charting routes across archipelagos worldwide.",False,Skilled sailors navigated choppy waters charting routes across archipelagos worldwide,skilled sailor navigate choppy water charting route archipelago worldwide
651,107,108,"Soaring eagles maintained vigilance, scanning rugged valleys beyond mountain ridges.",False,Soaring eagles maintained vigilance scanning rugged valleys beyond mountain ridges,soar eagle maintain vigilance scan rugged valley mountain ridge
652,108,109,"Several delegates debated policy changes, compromise inside the conference auditorium.",False,Several delegates debated policy changes compromise inside the conference auditorium,delegate debate policy change compromise conference auditorium
653,109,110,"Distant thunderclaps rumbled ominously, hinting storms across shadowed farmland tonight.",False,Distant thunderclaps rumbled ominously hinting storms across shadowed farmland tonight,distant thunderclap rumble ominously hint storm shadow farmland tonight
654,110,111,"Ten students earned scholarships, celebrating achievements during joyous school ceremonies.",False,Ten students earned scholarships celebrating achievements during joyous school ceremonies,student earn scholarship celebrate achievement joyous school ceremony
655,111,112,"Winding rivers carved canyons, transforming landscapes beneath canyon walls everywhere.",False,Winding rivers carved canyons transforming landscapes beneath canyon walls everywhere,wind river carve canyon transform landscape canyon wall
656,112,113,Early astronomers recorded planetary motions guiding seafaring expeditions across seas.,False,Early astronomers recorded planetary motions guiding seafaring expeditions across seas,early astronomer record planetary motion guide seafaring expedition sea
657,113,114,"Compact cars bypassed traffic jams, accelerating along opened service roads.",False,Compact cars bypassed traffic jams accelerating along opened service roads,compact car bypass traffic jam accelerate open service road
658,114,115,"College professors hosted debates, challenging assumptions throughout advanced seminar discussions.",False,College professors hosted debates challenging assumptions throughout advanced seminar discussions,college professor host debate challenge assumption advanced seminar discussion
659,115,116,"Playwrights scripted comedic scenes, delighting theatergoers within performing arts districts.",False,Playwrights scripted comedic scenes delighting theatergoers within performing arts districts,playwright script comedic scene delight theatergoer perform art district
660,116,117,"Dedicated farmers cultivated orchards, exporting produce under strict international regulations.",False,Dedicated farmers cultivated orchards exporting produce under strict international regulations,dedicated farmer cultivate orchard export produce strict international regulation
661,117,118,"Volunteers transported medical supplies, aiding victims across war-torn regions today.",False,Volunteers transported medical supplies aiding victims across war-torn regions today,volunteer transport medical supply aid victim war tear region today
662,118,119,"Orchestras performed pieces, captivating audiences inside historical concert venues worldwide.",False,Orchestras performed pieces captivating audiences inside historical concert venues worldwide,orchestra perform piece captivate audience historical concert venue worldwide
663,119,120,"Army engineers constructed bridges, ensuring safe passage across flooded waterways.",False,Army engineers constructed bridges ensuring safe passage across flooded waterways,army engineer construct bridge ensure safe passage flood waterway
664,120,121,Crisp banners welcomed participants gathering for tomorrow's philanthropic charity marathon.,False,Crisp banners welcomed participants gathering for tomorrow's philanthropic charity marathon,crisp banner welcome participant gather tomorrow philanthropic charity marathon
665,121,122,"Robotic probes surveyed surfaces, sending data back through interstellar transmissions.",False,Robotic probes surveyed surfaces sending data back through interstellar transmissions,robotic probe survey surface send datum interstellar transmission
666,122,123,"Ancestral temples displayed mosaics, preserving cultural legacies spanning distant centuries.",False,Ancestral temples displayed mosaics preserving cultural legacies spanning distant centuries,ancestral temple display mosaic preserve cultural legacy span distant century
667,123,124,Passing commuters glimpsed street performers entertaining crowds near subway staircases.,False,Passing commuters glimpsed street performers entertaining crowds near subway staircases,pass commuter glimpse street performer entertain crowd subway staircase
668,124,125,"Rising equity markets encouraged investors, prompting portfolio adjustments worldwide recently.",False,Rising equity markets encouraged investors prompting portfolio adjustments worldwide recently,rise equity market encourage investor prompt portfolio adjustment worldwide recently
669,125,126,"Newcomers joined volunteer committees, reinforcing community initiatives throughout residential neighborhoods.",False,Newcomers joined volunteer committees reinforcing community initiatives throughout residential neighborhoods,newcomer join volunteer committee reinforce community initiative residential neighborhood
670,126,127,"Participants trained regularly, pursuing victory during forthcoming athletic championship events.",False,Participants trained regularly pursuing victory during forthcoming athletic championship events,participant train regularly pursue victory forthcoming athletic championship event
671,127,128,"Surgeons led complex operations, restoring patient mobility under pressure overnight.",False,Surgeons led complex operations restoring patient mobility under pressure overnight,surgeon lead complex operation restore patient mobility pressure overnight
672,128,129,"Lakes hosted fishing tournaments, awarding prizes for record-breaking trophy catches.",False,Lakes hosted fishing tournaments awarding prizes for record-breaking trophy catches,lake host fishing tournament award prize record break trophy catch
673,129,130,"Foreign ambassadors introduced trade agreements, fostering alliances across emerging powers.",False,Foreign ambassadors introduced trade agreements fostering alliances across emerging powers,foreign ambassador introduce trade agreement foster alliance emerge power
674,130,131,Various vendors displayed artisan crafts under tents during fairs statewide.,False,Various vendors displayed artisan crafts under tents during fairs statewide,vendor display artisan craft tent fair statewide
675,131,132,"Energetic volunteers directed traffic, guiding visitors toward festival parking lots.",False,Energetic volunteers directed traffic guiding visitors toward festival parking lots,energetic volunteer direct traffic guide visitor festival parking lot
676,132,133,"Large whales breached, thrilling onlookers aboard research vessels patrolling waters.",False,Large whales breached thrilling onlookers aboard research vessels patrolling waters,large whale breach thrill onlooker research vessel patrolling water
677,133,134,"School principals implemented curricula, raising student engagement across struggling districts.",False,School principals implemented curricular raising student engagement across struggling districts,school principal implement curricular raising student engagement struggle district
