,phrases,identified_terms,positive_negative,positive_terms
335,"336. Ornithologists monitored nesting sites, observing behaviors among cliff-dwelling migratory species.",,0.0,"nesting sites, species"
336,"337. Video editors refined footage, ensuring coherent storytelling for documentary film production.",,0.0,
337,"338. Cheerful buskers encouraged applause, entertaining pedestrians along busy urban avenues.",,1.0,busy urban avenues
338,"339. Aerospace missions launched satellites, supporting global communication networks essential for commerce.",,0.0,
339,"340. Teenage activists demanded reforms, advocating climate policies before national legislative bodies.",,0.0,
340,"341. Agricultural experts advised orchard owners, guiding proper irrigation schedules and pruning.",,0.0,
341,"342. University committees evaluated transcripts, selecting top applicants for upcoming fellowship positions.",,0.0,
342,"343. Librarians digitized newspapers, preserving historical archives for future genealogical research endeavors.",,1.0,newspapers
343,"344. Cycling vacations boosted tourism, introducing adventure seekers to scenic international routes.",,0.0,
344,"345. Troupe directors instructed actors, refining comedic timing for playful improvisational sketches.",,0.0,
345,"346. Ethnomusicologists documented ceremonial chants, safeguarding intangible heritage within remote tribal communities.",,0.0,
346,"347. Generous sponsors financed youth camps, enabling underprivileged kids to join programs.",,0.0,
347,"348. Wintry storms delayed trains, causing disruptions along heavily traveled commuter lines.",,,
348,"349. Air traffic controllers tracked flights, orchestrating smooth arrivals under tight scheduling constraints.",,0.0,
349,"350. Aspiring authors revised manuscripts, polishing narratives for submission to major publishers.",,0.0,
350,"351. Government officials broadcast alerts, urging relocation after dangerous mudslide warnings nearby.",,0.0,
351,"352. Choir directors grouped harmonies, teaching participants elaborate choral pieces step by step.",,0.0,
352,"353. Rangers patrolled campgrounds, upholding guidelines designed for fire prevention and wildlife protection.",,1.0,wildlife
353,"354. Volunteers taught sign language, promoting inclusion across community centers and events.",,0.0,
354,"355. Elderly hikers embraced nature, conquering gentle slopes during seasonal trekking club outings.",,1.0,nature
355,"356. Lifelong collectors showcased antiques, revealing centuries-old treasures at annual appraisal fairs.",,0.0,
356,"357. Demolition crews dismantled condemned buildings, clearing ground for expansive city revitalization projects.",,1.0,"Demolition, condemned buildings"
357,"358. Producers scouted studios, negotiating filming rights for next seasonâs television dramas.",,0.0,
358,"359. Ski resorts welcomed patrons, offering beginner lessons led by licensed instructors.",,0.0,
359,"360. Scriptwriters brainstormed twists, keeping audiences enthralled throughout upcoming blockbuster action flicks.",,0.0,
360,"361. Mountain guides tracked forecasts, scheduling summit attempts under optimal weather conditions.",,0.0,
361,"362. Songwriters collaborated online, fusing diverse genres into chart-topping collaborative releases weekly.",,0.0,
362,"363. Struggling universities reshaped departments, consolidating budgets while preserving essential academic programs.",,0.0,
363,"364. Agile parkour athletes navigated rooftops, evading obstacles with disciplined, acrobatic maneuvers.",,0.0,
364,"365. Fashion editors critiqued runway collections, highlighting seasonal trends for influential style magazines.",,0.0,
365,"366. Skilled swimmers perfected dives, impressing judges at prestigious international aquatic championships.",,0.0,
366,"367. Amateur beekeepers collected wax, producing artisanal crafts for local craft fairs.",,1.0,wax
367,"368. Stadium architects expanded bleachers, meeting surging demands for popular sporting events.",,0.0,
368,"369. Dietitians counseled patients, crafting healthy meal plans tailored to nutritional guidelines.",,0.0,
369,"370. Tailors adjusted suits, ensuring flawless fits for discerning clientele seeking sophistication.",,0.0,
370,"371. Kitesurfers harnessed offshore winds, launching adrenaline-fueled jumps over frothing ocean waves.",,1.0,"offshore winds, ocean"
371,"372. Storytelling circles encouraged folklore recitations, sustaining oral traditions across generational lines.",,0.0,
372,"373. Divers extracted samples, investigating environmental changes beneath glacial lake surfaces globally.",,1.0,
373,"374. Elder statesmen shared wisdom, guiding novices through shifting diplomatic landscapes abroad.",,0.0,
374,"375. Extreme spelunkers descended caverns, mapping labyrinth tunnels hidden beneath ancient lava flows.",,1.0,caverns
375,"376. Flight attendants assisted travelers, securing seats while distributing emergency safety instructions.",,0.0,
376,"377. Master carpenters taught apprentices, passing cherished techniques through hands-on workshop lessons.",,0.0,
377,"378. Painters captured fleeting sunsets, layering warm hues across expansive canvases elegantly.",,1.0,paint 
378,"379. Stockbrokers monitored indices, assessing market fluctuations with real-time analytics each hour.",,0.0,
379,"380. Budding entrepreneurs refined pitches, luring investors during exclusive startup incubator presentations.",,0.0,
380,"381. Tech-savvy grandmothers championed robotics classes, surprising neighbors with advanced programming projects.",,0.0,
381,"382. Storm watchers gathered instruments, analyzing barometric pressure before violent weather converged.",,1.0,Storm
382,"383. Cross-country skiers glided effortlessly, exploring alpine forests under glistening frosty branches.",,1.0,forests
383,"384. Open-water swimmers prepared meticulously, testing stamina against rolling waves each practice.",,1.0,
384,"385. Marathon meditators maintained posture, centering thoughts amid bustling city life distractions.",,1.0,city
385,"386. Neighborhood scouts camped overnight, mastering survival tactics within designated nature reserves.",,1.0,nature reserves
386,"387. Expats learned languages, blending seamlessly with native communities while expanding perspectives.",,0.0,
387,"388. Decorators arranged centerpieces, setting elegant tables for glamorous charity banquets tomorrow.",,0.0,
388,"389. Boutique hoteliers greeted guests, delivering personalized hospitality at secluded lakeside retreats.",,0.0,
389,"390. Archivists labeled genealogical files, ensuring family historians accessed relevant documentation promptly.",,0.0,
390,"391. Insurance agents processed claims, balancing payouts and risk calculations methodically.",,0.0,
391,"392. Aerospace startups designed habitats, fueling visions of near-future lunar colonization efforts.",,0.0,
392,"393. Museum directors cataloged sculptures, highlighting influences from diverse cultural backgrounds worldwide.",,0.0,
393,"394. Midwives calmed new mothers, guiding early parenthood through compassion and expertise.",,0.0,
394,"395. Urban farmers erected greenhouses, cultivating organic produce near bustling city intersections.",,1.0,"greenhouses, organic produce, city"
395,"396. Skilled comedians tested material, refining punchlines during late-night open mic appearances.",,0.0,
396,"397. High school counselors advised seniors, clarifying scholarship opportunities and career pathways.",,0.0,
397,"398. Tailored algorithms identified anomalies, flagging inconsistencies in crucial logistical databases quickly.",,0.0,
398,"399. Lighthouse beams pierced darkness, guiding distant ships through rocky coastal passages.",,1.0,coastal passages
399,"400. Farmers markets attracted shoppers, supporting local trades amid vibrant weekend communities.",,1.0,Farmers markets
400,"401. Engineers introduced software, optimizing performance across extensive manufacturing lines worldwide.",,0.0,
401,"402. Renowned orators captivated audiences, delivering speeches on humanitarian achievements worldwide.",,0.0,
402,"403. Remote archivists digitized documents, preserving records for future generations safely.",,0.0,
403,"404. Animal experts compiled research, studying patterns in newly discovered species.",,0.0,species
404,"405. Travel bloggers documented journeys, offering reviews of hidden international destinations.",,0.0,
405,"406. Conference planners scheduled sessions, uniting delegates to solve policy obstacles.",,0.0,
406,"407. Multilingual interpreters facilitated dialogue, bridging cultural differences during trade negotiations.",,0.0,
407,"408. Coders hacked prototypes, revealing software vulnerabilities for corporate security assessments.",,0.0,
408,"409. Sculptors molded clay, capturing human emotions through expressive artistic forms.",,1.0,clay
409,"410. Fishermen organized cooperatives, boosting incomes within remote coastal village economies.",,0.0,
410,"411. Firefighters tackled blazes, safeguarding wilderness territories from spreading infernos annually.",,1.0,"blazes, wilderness territories, infernos"
411,"412. Digital historians examined archives, uncovering family connections spanning colonial epochs.",,0.0,
412,"413. Tribal elders recounted legends, nurturing bonds across generations within communities.",,0.0,
413,"414. Botanical gardens flourished, displaying rare petals under advanced greenhouse technologies.",,1.0,"gardens, flourished, petals, greenhouse"
414,"415. Submarines patrolled coastlines, conducting research for marine conservation initiatives globally.",,1.0,coastlines
415,"416. Steelworkers forged beams, constructing modern skyscrapers within urbanized metropolitan districts.",,1.0,forged
416,"417. Basket weavers exhibited craftsmanship, presenting patterns during cultural fairs globally.",,1.0,"weavers', 'craftsmanship'"
417,"418. Solar engineers installed panels, reducing carbon footprints across residential neighborhoods.",,0.0,
