,normalized_text,text,contains_ref
906,multilingual interpreter facilitate dialogue bridge cultural difference trade negotiation,multilingual interpreter facilitate dialogue bridge cultural difference trade negotiation,False
907,coder hack prototype reveal software vulnerability corporate security assessment,coder hack prototype reveal software vulnerability corporate security assessment,False
908,sculptor mold clay capture human emotion expressive artistic form,sculptor mold clay capture human emotion expressive artistic form,False
909,fisherman organize cooperative boost income remote coastal village economy,fisherman organize cooperative boost income remote coastal village economy,False
910,firefighter tackle blaze safeguard wilderness territory spread annually,firefighter tackle blaze safeguard wilderness territory spread annually,False
911,digital historian examine archive uncover family connection span colonial epoch,digital historian examine archive uncover family connection span colonial epoch,False
912,tribal elder recount legend nurture bond generation community,tribal elder recount legend nurture bond generation community,False
913,flourish display rare petal advanced greenhouse technology,flourish display rare petal advanced greenhouse technology,False
914,submarine patrol coastline conduct research marine conservation initiative globally,submarine patrol coastline conduct research marine conservation initiative globally,False
915,steelworker forge beam construct modern skyscraper urbanized metropolitan district,steelworker forge beam construct modern skyscraper urbanized metropolitan district,False
916,basket weaver exhibit craftsmanship present pattern cultural fair globally,basket weaver exhibit craftsmanship present pattern cultural fair globally,False
