,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
191,173,173,371,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,9,The too long retention of vrine in the bladder may make it to stinke . 4 .,it stinke,Olfactive,Smell\_Source,17,long retention vrine bladder may make stinke,stinke,stinke,1.0,1.0,1.0,1.0
192,557,558,1272,076E Henry Dodwell 1711 Incense 2__41_distribution_REL.txt,11,"Such as proceeds not from the Bag , bat from the Heart which is the Produaf not offinking Cattle , but perfumed Manners ; Ihich is not offered with bloody Hands , but ptre understanding ; Which is not killed that it may be deflroyed , but as Isaac was , is Sacrificed that it may live .",Manners perfumed,Olfactive,Smell\_Source,58,proceeds not bag bat heart produaf not offinking cattle perfumed manners ihich not offered bloody hands ptre understanding not killed may deflroyed isaac sacrificed may live,manners perfumed,proceeds not bag bat heart produaf not offinking cattle perfumed manners ihich not offered bloody hands ptre understanding not killed may deflroyed isaac sacrificed may live perfumed,0.07692307692307693,1.0,0.1111111111111111,1.0
193,66,66,151,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,31,"But the point is , that the objection to bad smells preceded all those scientific discoveries and had , in the beginning , but a slender support from rationalism .",bad smells,Olfactive,Quality,30,point objection bad smells preceded scientific discoveries beginning slender support rationalism,bad smells,bad smells bad,1.0,1.0,1.0,1.0
194,57,57,134,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,18,Thence also comes a memory of heliotrope .,heliotrope,Olfactive,Evoked\_Odorant,8,thence also comes memory heliotrope,heliotrope,heliotrope,1.0,1.0,1.0,1.0
195,321,321,750,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,28,"In the case of pulmonary gangi-ene with which I compared my first example of fetid bronchitis , the breath was so horrible that I was made sick to vomiting when using tlie stethoscope .",fetid bronchitis,Olfactive,Quality,34,case pulmonary gangiene compared first example fetid bronchitis breath horrible made sick vomiting using tlie stethoscope,fetid bronchitis,case pulmonary gangiene compared first example fetid bronchitis breath horrible made sick vomiting using tlie stethoscope fetid,0.125,1.0,0.17647058823529413,1.0
196,222,222,499,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,58,"From the afore-mention ' d it may be inferr ' d , that Fetids inwardly are of a very hot Nature , discussing Tumors outwardly , and opening the Pores .",of a very hot Nature Fetids,Olfactive,Quality,31,aforemention may inferr fetids inwardly hot nature discussing tumors outwardly opening pores,hot nature fetids,aforemention may inferr fetids inwardly hot nature discussing tumors outwardly opening pores,0.25,1.0,0.25,1.0
197,17,17,35,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,128,"The rape and linseed fall from the bags on to the ground , which is unpaved , lie there and rot ; and after a shower of rain , the stench is most offensive .",most offensive stench,Olfactive,Quality,35,rape linseed fall bags ground unpaved lie rot shower rain stench offensive,offensive stench,rape linseed stench offensive,0.0,0.0,0.5,1.0
198,299,299,699,017E Henry Austin 1857 Report on the meanings of deodorizing and utilizing the sewage of towns__112_PUB.txt,21,"As so much disagreement prevails with respect to the deodorizing power of peat charcoal , Mr .",of peat charcoal deodorizing,Olfactive,Smell\_Source,17,much disagreement prevails respect deodorizing power peat charcoal mr,peat charcoal deodorizing,deodorizing power peat charcoal deodorizing,0.75,1.0,0.8,1.0
199,255,255,585,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,16,The perfume which is of all perfumes the most interesting from the present point of view is certainly musk .,the most interesting musk perfume perfumes,Olfactive,Quality,20,perfume perfumes interesting present point view certainly musk,interesting musk perfume perfumes,perfumes perfumes interesting present point view certainly musk perfume musk,0.5,0.75,0.6,1.0
200,305,305,712,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,10,"The smell of ozaena is , in fact , very similar to that observed in examples of fetid fibroid vomicai ; and M .",of ozaena smell,Olfactive,Smell\_Source,24,smell ozaena fact similar observed examples fetid fibroid vomicai,ozaena smell,smell smell fetid,1.0,0.5,0.6666666666666666,0.5
201,574,575,1311,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,5,"An experienced brewer with a very sensitive smell , should be able to judge even by walking through a brew-house , whether or not it is in trim , and I again repeat that no man who has not both a very sensitive smell and taste , can be a good brewer .",very sensitive very sensitive smell smell,Olfactive,Quality,53,experienced brewer sensitive smell able judge even walking brewhouse whether not trim again repeat no man not sensitive smell taste good brewer,sensitive sensitive smell smell,sensitive smell smell smell,1.0,1.0,1.0,1.0
202,190,190,417,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,17,"Nauseous-Bitter , which depends on a composition of Mucilage and Bitter , as in Bryony-Roots , Squills , Berries of Spina Cervina , and Fox-Gloves ; the Mucilage in the Stomach relaxes the Fibres , and causes the Bitter to stick longer on them ; and so to act more strongly in Vomiting and Purging ; the same Taste is in Polygala and Sena . 2 .",in Bryony-Roots Squills Berries of Spina Cervina Fox-Gloves Nauseous-Bitter,Olfactive,Smell\_Source,67,nauseousbitter depends composition mucilage bitter bryonyroots squills berries spina cervina foxgloves mucilage stomach relaxes fibres causes bitter stick longer act strongly vomiting purging taste polygala sena,bryonyroots squills berries spina cervina foxgloves nauseousbitter,nauseousbitter depends composition mucilage nauseousbitter bryonyroots squills berries spina cervina foxgloves mucilage stomach relaxes fibres causes nauseousbitter stick longer act strongly vomiting purging taste polygala sena bitter bitter,0.34615384615384615,1.0,0.32142857142857145,1.0
203,318,318,743,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,24,"( reported by my friend Dr Low of King ' s Lynn , together with my clinical remarks ) , the breath and sputa were noted as of an odour 	Quality[30]	_	_	
24-32	3382-3388	rather	Quality[30]	_	_	
24-33	3389-3395	faecal	Quality[30]	_	_	
24-34	3396-3400	than	Quality[30]	_	_	
24-35	3401-3411	gangrenous	Quality[30]	_	_	
24-36	3411-3412	;	Quality[30]	_	_	
24-37	3412-3413	 while that of the sputa became like the scent of the apple or hawthorn blossom .","of the apple hawthorn blossom 	Quality[30]	_	_	
24-32	3382-3388	rather	Quality[30]	_	_	
24-33	3389-3395	faecal	Quality[30]	_	_	
24-34	3396-3400	than	Quality[30]	_	_	
24-35	3401-3411	gangrenous	Quality[30]	_	_	
24-36	3411-3412	;	Quality[30]	_	_	
24-37	3412-3413	 breath sputa of the sputa odour that scent",Olfactive,Evoked\_Odorant,81,reported friend dr low king lynn together clinical remarks breath sputa noted odour quality rather quality faecal quality quality gangrenous quality quality sputa became like scent apple hawthorn blossom,apple hawthorn blossom quality rather quality faecal quality quality gangrenous quality quality breath sputa sputa odour scent,reported friend dr low king lynn together clinical remarks breath sputa noted odour quality rather quality faecal quality quality gangrenous quality quality sputa became like scent apple hawthorn blossom odour scent,0.5862068965517241,1.0,0.6129032258064516,1.0
204,527,527,1204,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,3,"Strongly scented ground makes tracking difficult , as the animal or human scent is overpowered : thus clover fields , or any highly scented crops , and manured fields , are decided drawbacks .",ground Strongly overpowered highly animal human clover fields crops manured fields scented scent scented,Olfactive,Odour\_Carrier,34,strongly scented ground makes tracking difficult animal human scent overpowered thus clover fields highly scented crops manured fields decided drawbacks,ground strongly overpowered highly animal human clover fields crops manured fields scented scent scented,strongly scented ground makes tracking difficult animal human scented scented scent scented,0.6666666666666666,0.42857142857142855,0.75,0.5
205,271,271,633,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,32,Some lizards have a musky odor which is heightened at the sexual season ; crocodiles during the pairing season emit from their submaxillary glands a musky odor which pervades their haunts .,musky musky Some lizards crocodiles odor odor,Olfactive,Quality,32,lizards musky odor heightened sexual season crocodiles pairing season emit submaxillary glands musky odor pervades haunts,musky musky lizards crocodiles odor odor,musky odor odor odor,1.0,0.6666666666666666,1.0,0.6666666666666666
206,94,94,213,008E Anon 1779 A short history of drugs.txt_distribution.txt,134,"JUNEUS ODORATUS , or SWEET CANE .",JUNEUS ODORATUS SWEET CANE,Olfactive,Smell\_Source,7,juneus odoratus sweet cane,juneus odoratus sweet cane,juneus odoratus sweet cane,1.0,1.0,1.0,1.0
207,180,180,389,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,105,"From Horse-Radish Leaves , bottled up with Water two Months ; and from their smelling like Garlick , as well as from their pungent Taste , and quick flying up the Nose and Eyes , like Sal-Ammoniack , I conclude , that the Cepaceous kind , would very properly constitute a second degree of Volatile Salts , and a much stronger than the former .",like Garlick From Horse-Radish Leaves their smelling,Olfactive,Evoked\_Odorant,65,horseradish leaves bottled water two months smelling like garlick well pungent taste quick flying nose eyes like salammoniack conclude cepaceous kind would properly constitute second degree volatile salts much stronger former,like garlick horseradish leaves smelling,horseradish leaves bottled water two months smelling smelling pungent nose,0.42857142857142855,0.6,0.4,0.6
208,331,331,773,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,49,"The bacterides may , however , be a cause of those kinds in wliich the gangrenous cavity has no contact with the external air and there is no fetor , inasmuch as they are abundantly present in the blood in carbuncular gangrene , and which sometimes affects the lungs .",the gangrenous cavity fetor,Olfactive,Smell\_Source,50,bacterides may however cause kinds wliich gangrenous cavity no contact external air no fetor inasmuch abundantly present blood carbuncular gangrene sometimes affects lungs,gangrenous cavity fetor,bacterides may however cause kinds wliich gangrenous cavity gangrenous contact external air gangrenous fetor inasmuch abundantly present blood carbuncular gangrene fetor,0.25,1.0,0.2857142857142857,1.0
