,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
303,523,727,a child is asleep on the side of a bed.,['child'],"[{'start': 2, 'end': 7, 'text': 'child', 'labels': ['ENTITY']}]",a child is asleep on the side of a bed,child asleep bed,child,a child is asleep on the side of a bed.,Olfactive,child asleep side bed,child,,0.0,0.0,0.0,0.0
304,390,530,a man is standing and making swift arm movements with a tie in his hands.,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man is standing and making swift arm movements with a tie in his hands,man stand make swift arm movement tie hand,man,a man is standing and making swift arm movements with a tie in his hands.,Olfactive,man standing making swift arm movements tie hands,man,arm,0.0,0.0,0.0,0.0
305,104,159,a warning sign showing a moving arm that lifts and lowers.,"['lowers', 'warning sign', 'arm']","[{'start': 51, 'end': 57, 'text': 'lowers', 'labels': ['ENTITY']}, {'start': 2, 'end': 14, 'text': 'warning sign', 'labels': ['ENTITY']}, {'start': 32, 'end': 35, 'text': 'arm', 'labels': ['ENTITY']}]",a warning sign showing a moving arm that lifts and lowers,warning sign show move arm lift lower,lowers warning sign arm,a warning sign showing a moving arm that lifts and lowers.,Olfactive,warning sign showing moving arm lifts lowers,lowers warning sign arm,arm,1.0,0.25,1.0,0.25
306,114,176,a family of giraffe standing next to a doorway in a building.,['family'],"[{'start': 2, 'end': 8, 'text': 'family', 'labels': ['ENTITY']}]",a family of giraffe standing next to a doorway in a building,family stand doorway building,family,a family of giraffe standing next to a doorway in a building.,Olfactive,family giraffe standing next doorway building,family,,0.0,0.0,0.0,0.0
307,404,545,a white cat is sitting in front of a television,"['cat', 'television']","[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}, {'start': 37, 'end': 47, 'text': 'television', 'labels': ['ENTITY']}]",a white cat is sitting in front of a television,white cat sit television,cat television,a white cat is sitting in front of a television,Olfactive,white cat sitting front television,cat television,television,1.0,0.5,1.0,0.5
308,92,142,a play kitchen is set up next to the real kitchen.,['kitchen'],"[{'start': 7, 'end': 14, 'text': 'kitchen', 'labels': ['ENTITY']}]",a play kitchen is set up next to the real kitchen,play kitchen set real kitchen,kitchen,a play kitchen is set up next to the real kitchen.,Olfactive,play kitchen set next real kitchen,kitchen,kitchen,1.0,1.0,1.0,1.0
309,527,731,a toddler asleep half on his bed and half off the bed,['toddler'],"[{'start': 2, 'end': 9, 'text': 'toddler', 'labels': ['ENTITY']}]",a toddler asleep half on his bed and half off the bed,toddler asleep half bed half bed,toddler,a toddler asleep half on his bed and half off the bed,Olfactive,toddler asleep half bed half bed,toddler,,0.0,0.0,0.0,0.0
310,89,139,a building that has a hotel sign with a stop sign below it.,"['building', 'stop sign']","[{'start': 2, 'end': 10, 'text': 'building', 'labels': ['ENTITY']}, {'start': 40, 'end': 49, 'text': 'stop sign', 'labels': ['ENTITY']}]",a building that has a hotel sign with a stop sign below it,building hotel sign stop sign,building stop sign,a building that has a hotel sign with a stop sign below it.,Olfactive,building hotel sign stop sign,building stop sign,,0.0,0.0,0.0,0.0
311,336,466,a black cat with sleepy eyes lying on a bed next to a remote.,['cat'],"[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}]",a black cat with sleepy eyes lying on a bed next to a remote,black cat sleepy eye lie bed remote,cat,a black cat with sleepy eyes lying on a bed next to a remote.,Olfactive,black cat sleepy eyes lying bed next remote,cat,sleepy,0.0,0.0,0.0,0.0
312,927,1226,a slice of toast sits on the table with a cup of coffee,"['coffee', 'toast']","[{'start': 49, 'end': 55, 'text': 'coffee', 'labels': ['ENTITY']}, {'start': 11, 'end': 16, 'text': 'toast', 'labels': ['ENTITY']}]",a slice of toast sits on the table with a cup of coffee,slice toast sit table cup coffee,coffee toast,a slice of toast sits on the table with a cup of coffee,Olfactive,slice toast sits table cup coffee,coffee toast,coffee,1.0,0.5,1.0,0.5
313,862,1129,two teddy bears that are large sitting in a small garden,['teddy bears'],"[{'start': 4, 'end': 15, 'text': 'teddy bears', 'labels': ['ENTITY']}]",two teddy bears that are large sitting in a small garden,bear large sit small garden,teddy bears,two teddy bears that are large sitting in a small garden,Olfactive,two teddy bears large sitting small garden,teddy bears,teddy,1.0,0.5,1.0,0.5
314,873,1147,a square wooden clock that reads 10:33 with a silver arch in front of it.,['clock'],"[{'start': 16, 'end': 21, 'text': 'clock', 'labels': ['ENTITY']}]",a square wooden clock that reads 10:33 with a silver arch in front of it,square wooden clock read silver arch,clock,a square wooden clock that reads 10:33 with a silver arch in front of it.,Olfactive,square wooden clock reads silver arch front,clock,clock,1.0,1.0,1.0,1.0
315,889,1173,a baseball player that is standing up at a plate,['baseball player'],"[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}]",a baseball player that is standing up at a plate,baseball player stand plate,baseball player,a baseball player that is standing up at a plate,Olfactive,baseball player standing plate,baseball player,,0.0,0.0,0.0,0.0
316,750,1000,batter taking a swing at the ball during baseball game,"['ball', 'baseball game']","[{'start': 29, 'end': 33, 'text': 'ball', 'labels': ['ENTITY']}, {'start': 41, 'end': 54, 'text': 'baseball game', 'labels': ['ENTITY']}]",batter taking a swing at the ball during baseball game,batter take swing ball baseball game,ball baseball game,batter taking a swing at the ball during baseball game,Olfactive,batter taking swing ball baseball game,ball baseball game,,0.0,0.0,0.0,0.0
317,882,1165,a very narrow kitchen with a fridge and door leading outside.,['fridge'],"[{'start': 29, 'end': 35, 'text': 'fridge', 'labels': ['ENTITY']}]",a very narrow kitchen with a fridge and door leading outside,narrow kitchen fridge door lead,fridge,a very narrow kitchen with a fridge and door leading outside.,Olfactive,narrow kitchen fridge door leading outside,fridge,fridge,1.0,1.0,1.0,1.0
318,94,144,a clean kitchen counter is seen in this photograph.,['kitchen counter'],"[{'start': 8, 'end': 23, 'text': 'kitchen counter', 'labels': ['ENTITY']}]",a clean kitchen counter is seen in this photograph,clean kitchen counter see photograph,kitchen counter,a clean kitchen counter is seen in this photograph.,Olfactive,clean kitchen counter seen photograph,kitchen counter,counter,1.0,0.5,1.0,0.5
319,11,14,a tv sits in a room with many other things. ,['tv'],"[{'start': 2, 'end': 4, 'text': 'tv', 'labels': ['ENTITY']}]",a to sits in a room with many other things,sit room thing,tv,a tv sits in a room with many other things. ,Olfactive,tv sits room many things,tv,,0.0,0.0,0.0,0.0
320,396,536,a big elephant that is drinking some water,"['water', 'elephant']","[{'start': 37, 'end': 42, 'text': 'water', 'labels': ['ENTITY']}, {'start': 6, 'end': 14, 'text': 'elephant', 'labels': ['ENTITY']}]",a big elephant that is drinking some water,big elephant drink water,water elephant,a big elephant that is drinking some water,Olfactive,big elephant drinking water,water elephant,,0.0,0.0,0.0,0.0
321,477,661,there is a train coming up the tracks,['tracks'],"[{'start': 31, 'end': 37, 'text': 'tracks', 'labels': ['ENTITY']}]",there is a train coming up the tracks,train come track,tracks,there is a train coming up the tracks,Olfactive,train coming tracks,tracks,,0.0,0.0,0.0,0.0
322,43,56,a person in a kitchen with a stove some pots and pans,['person'],"[{'start': 2, 'end': 8, 'text': 'person', 'labels': ['ENTITY']}]",a person in a kitchen with a stove some pots and pans,person kitchen stove pot pan,person,a person in a kitchen with a stove some pots and pans,Olfactive,person kitchen stove pots pans,person,stove,0.0,0.0,0.0,0.0
323,42,54,a motor bike sits parked next to a car ,"['car', 'motor bike']","[{'start': 35, 'end': 38, 'text': 'car', 'labels': ['ENTITY']}, {'start': 2, 'end': 12, 'text': 'motor bike', 'labels': ['ENTITY']}]",a motor bike sits parked next to a car,motor bike sit park car,car motor bike,a motor bike sits parked next to a car ,Olfactive,motor bike sits parked next car,car motor bike,bike,1.0,0.3333333333333333,1.0,0.3333333333333333
324,329,459,an elephant is going to the river to drink water,"['river', 'elephant']","[{'start': 28, 'end': 33, 'text': 'river', 'labels': ['ENTITY']}, {'start': 3, 'end': 11, 'text': 'elephant', 'labels': ['ENTITY']}]",an elephant is going to the river to drink water,elephant go river drink water,river elephant,an elephant is going to the river to drink water,Olfactive,elephant going river drink water,river elephant,,0.0,0.0,0.0,0.0
325,167,273,two cranes basking on rocks near the water.,"['rocks', 'water']","[{'start': 22, 'end': 27, 'text': 'rocks', 'labels': ['ENTITY']}, {'start': 37, 'end': 42, 'text': 'water', 'labels': ['ENTITY']}]",two cranes basking on rocks near the water,crane bask rock water,rocks water,two cranes basking on rocks near the water.,Olfactive,two cranes basking rocks near water,rocks water,cr,0.0,0.0,0.0,0.0
326,426,576,two glasses of red wine with a piece of bread and cheese in between.,['wine'],"[{'start': 19, 'end': 23, 'text': 'wine', 'labels': ['ENTITY']}]",two glasses of red wine with a piece of bread and cheese in between,glass red wine piece bread cheese,wine,two glasses of red wine with a piece of bread and cheese in between.,Olfactive,two glasses red wine piece bread cheese,wine,red,0.0,0.0,0.0,0.0
327,820,1084,a little boy holding a baseball bat by a fence,"['baseball bat', 'boy']","[{'start': 23, 'end': 35, 'text': 'baseball bat', 'labels': ['ENTITY']}, {'start': 9, 'end': 12, 'text': 'boy', 'labels': ['ENTITY']}]",a little boy holding a baseball bat by a fence,little boy hold baseball bat fence,baseball bat boy,a little boy holding a baseball bat by a fence,Olfactive,little boy holding baseball bat fence,baseball bat boy,baseball,1.0,0.3333333333333333,1.0,0.3333333333333333
328,901,1189,a living room with tv and entertainment center beside a sculpture of a torso.,"['tv', 'living room']","[{'start': 19, 'end': 21, 'text': 'tv', 'labels': ['ENTITY']}, {'start': 2, 'end': 13, 'text': 'living room', 'labels': ['ENTITY']}]",a living room with to and entertainment center beside a sculpture of a torso,live room entertainment center sculpture torso,tv living room,a living room with tv and entertainment center beside a sculpture of a torso.,Olfactive,living room tv entertainment center beside sculpture torso,tv living room,living,1.0,0.3333333333333333,1.0,0.3333333333333333
329,708,948,a man is sitting in a car on a cell phone.,"['cell phone', 'car', 'man']","[{'start': 31, 'end': 41, 'text': 'cell phone', 'labels': ['ENTITY']}, {'start': 22, 'end': 25, 'text': 'car', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man is sitting in a car on a cell phone,man sit car cell phone,cell phone car man,a man is sitting in a car on a cell phone.,Olfactive,man sitting car cell phone,cell phone car man,cell,1.0,0.25,1.0,0.25
330,100,155,a moving arm car blocker has a picture on it.,"['car blocker', 'arm car blocker']","[{'start': 13, 'end': 24, 'text': 'car blocker', 'labels': ['ENTITY']}, {'start': 9, 'end': 24, 'text': 'arm car blocker', 'labels': ['ENTITY']}]",a moving arm car blocker has a picture on it,move arm car blocker picture,car blocker arm car blocker,a moving arm car blocker has a picture on it.,Olfactive,moving arm car blocker picture,car blocker arm car blocker,blocker,1.0,0.4,1.0,0.4
331,178,289,a person is standing by a pier near a fire hydrant,['person'],"[{'start': 2, 'end': 8, 'text': 'person', 'labels': ['ENTITY']}]",a person is standing by a pier near a fire hydrant,person stand pier fire hydrant,person,a person is standing by a pier near a fire hydrant,Olfactive,person standing pier near fire hydrant,person,hyd,0.0,0.0,0.0,0.0
332,416,561,a woman eats a candied apple while riding a beach amusement ferris wheel.,"['woman', 'beach amusement ferris wheel', 'amusement ferris wheel']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 44, 'end': 72, 'text': 'beach amusement ferris wheel', 'labels': ['ENTITY']}, {'start': 50, 'end': 72, 'text': 'amusement ferris wheel', 'labels': ['ENTITY']}]",a woman eats a candied apple while riding a beach amusement ferris wheel,woman eat candy apple ride beach amusement wheel,woman beach amusement ferris wheel amusement ferris wheel,a woman eats a candied apple while riding a beach amusement ferris wheel.,Olfactive,woman eats candied apple riding beach amusement ferris wheel,woman beach amusement ferris wheel amusement ferris wheel,cand,0.0,0.0,0.0,0.0
333,606,833,two men in kitchen preparing hot dog buns.,"['men', 'kitchen', 'dog buns']","[{'start': 4, 'end': 7, 'text': 'men', 'labels': ['ENTITY']}, {'start': 11, 'end': 18, 'text': 'kitchen', 'labels': ['ENTITY']}, {'start': 33, 'end': 41, 'text': 'dog buns', 'labels': ['ENTITY']}]",two men in kitchen preparing hot dog buns,man kitchen prepare hot dog bun,men kitchen dog buns,two men in kitchen preparing hot dog buns.,Olfactive,two men kitchen preparing hot dog buns,men kitchen dog buns,hot,0.0,0.0,0.0,0.0
334,826,1090,a bald man has a white substance on his head while others look on.,['man'],"[{'start': 7, 'end': 10, 'text': 'man', 'labels': ['ENTITY']}]",a bald man has a white substance on his head while others look on,bald man white substance head look,man,a bald man has a white substance on his head while others look on.,Olfactive,bald man white substance head others look,man,,0.0,0.0,0.0,0.0
335,616,843,a man riding a blue surfboard on a wave in the ocean.,"['wave', 'man']","[{'start': 35, 'end': 39, 'text': 'wave', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man riding a blue surfboard on a wave in the ocean,man ride blue surfboard wave ocean,wave man,a man riding a blue surfboard on a wave in the ocean.,Olfactive,man riding blue surfboard wave ocean,wave man,,0.0,0.0,0.0,0.0
336,177,288,a man standing next to a red and silver fire hydrant.,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man standing next to a red and silver fire hydrant,man stand red silver fire hydrant,man,a man standing next to a red and silver fire hydrant.,Olfactive,man standing next red silver fire hydrant,man,hyd,0.0,0.0,0.0,0.0
