,contains_ref,normalized_text,,,,
2588,True,complain place remote bring stage high order being sort fop alley cop smell strong garlic difficult live atmosphere refined society,,,,
2334,False,musk bag pod,,,,
2698,False,hee merciful meek humble gentle sociable patient low man,,,,
2157,False,mess,,,,
2842,False,,,,,
2281,True,putrid effluvium mix water evident follow experiment,,,,
1565,False,suppose excess lactic acid pulmonary excretion case acid class ordinary series decomposition interrupted product result virtue vital change irritant bring direct contact bronchial mucous membrane,,,,
2554,False,ed,,,,
1247,False,cause disease twofold retention seed menstrual material cause cold moist distemper matrix breed phlegmatick thick juice efficient cause seed retain menstrual hath customary usually vent matrix cloak extinguish heat thereof diminishing natural heat windy humour breed especially matrix nature cold nervous bloodless manner seed keep long disturb function spiritus part midriff oppress heart cause faint sound fit findeth giveth part manner stop breath sick woman danger strangle pull wake obscure hath discontent anxiety commonly invade subject convulsion fit lie astonish void sense belly rumble murmur noise breathe weakly scarce discernable sad object bystander easily mistake dead,,,,
294,False,egg hanne good,,,,
588,False,southward vauxhall company undoubtedly extensive alteration meet grow want increase population,,,,
1281,True,strong bitter urgency acrid bitter claudine correct acid open obstruction give quick motion blood volatile bitter oil volatile pungent salt taste virtue depend,,,,
2866,True,colour diver big rose flower damask rise pleasant sight smell year vnremoue,,,,
2638,False,say lady modify seat packer wife thame street,,,,
1878,False,north,,,,
2151,False,,,,,
425,False,apt infect thin body open pore heart hot need attraction cool,,,,
534,True,albion street rain pool stagnant water hot weather disagreeable stench arise,,,,
1054,False,inch broad shine silver colour inside outside free blotch scab little value,,,,
1727,False,ileum eucalyptus,,,,
2397,False,deodorise agitation chlorine water,,,,
2086,False,fat skim residue boil hour run delve trench foot deep dig earth work ^ delve work alternately,,,,
132,False,immediately tear corner equestrian company marshal wall church flout horse heel griffin lion tiger monster stone marble decorate exterior,,,,
1675,False,oil express bitter sweet almond,,,,
2463,False,scottish hand water,,,,
1952,True,village plumstead variety odour perceive accord wind north northeast wind blow direction bark creek distant mile direction edith marsh distant mile,,,,
2542,False,op,,,,
1849,True,odour putrid sickening,,,,
2539,False,walk yard ordinary shooting boot walk yard stocking complete yard bare foot,,,,
556,False,obscene language dirty habit woman source disgust neighbourhood,,,,
1864,True,work offensive river putrid sickening odour travel mile,,,,
1361,True,degree balsamic geranium moschatum geranium columbine taste astringent smell musk geranium smell turpentine musk suppose high state oil vegetable rarefied turpentine odoriferous terebinthinate take inwardly farther separation acid salt blood cause violet smell fine aromatic produce effect fine aromatic odor turpentine agreeable nature,,,,
2562,False,taste describe,,,,
570,False,hawk carefully examine place rotherhithe slaughter cattle,,,,
352,O O O O O O O O O O O O O O O O O O O O O O,Three hours at least after a light Supper got to Bed , where let five or sixe hours suffice for sleep .,hour light supper get bed let sixe hour suffice sleep,,
91,False,feel get rusty,,,,
2019,True,good practically mean prevent nuisance work adopt walmsley malt roasting work map empyreumatic odour say proceed work occasionally day cylinder empty,,,,
2424,True,scent please delicate nervous wonder universal request,,,,
1170,False,answer understand proper employment surgeon doctor ship pinch force work common mariner,,,,
1364,True,slimy mutilate attend opiate outwardly good effect temper heat inflammation effluvium narcotic abate agitation spirit,,,,
1285,True,milky heinous exulcerator oil fix join acid acrid salt tithymalus usual smell acid hot scent,,,,
1551,True,root opinion ozena odour certain form bronchorrhoea bronchitis attribute observer putrescence bronchial excretion,,,,
1345,True,class opiate sweetest acrid fetid differ poppy smell nacelle,,,,
1326,True,diver bitter fetid stink horehound elder smell bitter fetid stinking gum bitter acrid fetid,,,,
697,False,benefit accrue ditch oftener flush water late,,,,
2399,False,dissolve sparingly water abundantly alcohol ether fixed oil,,,,
348,False,sleep immoderate unseasonable hinder digestion cause cruelty fuel vital dull animal spirit,,,,
1829,False,work complain manager beckon gas work say sunday especially offensive,,,,
2242,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,These experiments were made in the month of April 1831 , but it was not till August following that I had an opportunity of extending the investigation to other colours . 4 .,experiment month follow opportunity extend investigation colour,,
2381,False,oil obtain dry plant,,,,
2096,False,manufacture carry,,,,
1137,False,minute come carry safe little nurse time return place leave cruel agony appear answer call,,,,
1637,False,ileum olive,,,,
2181,False,direction medical officer health,,,,
2718,False,bring light blind,,,,
2702,False,,,,,
2383,True,pale yellow light water smell strongly aromatic ferment oil warfare,,,,
453,False,peregrine exist region team loco quit morgue consistent porter,,,,
913,True,balsam glad,,,,
1199,False,chap,,,,
1274,False,bitterness class help operation acrid acrid prevail belong class bitter reversible bitter acrimony,,,,
1703,True,yellow colourless have odour fruit mild aromatic taste,,,,
37,False,sweet bay laurel poet great poet artist nation earth laurel sacred apollo way worship coin thing remain great civilisation past myrtle fame sacred plant belove leave blossom laurel see temple race build temple lily build song deathless fragment art despair artist time,,,,
974,True,come cheap turkey bright clean bring generally foul stalk dark colour fresh,,,,
2653,False,hee hero character nebuchadnezzar ieroboam,,,,
983,False,,,,,
2210,True,wind northwest north north east variety perceive east northeast variety,,,,
1790,False,find scourge offence heaven bless sovereign sense,,,,
2856,False,slip twine sop sage well tide,,,,
39,False,believe lovely residence palazzo peschiere palace fishpond remove soon month tenancy pink jail alarm cease determined,,,,
1626,False,prepare aqua methane piperitae essential menthe piperitae pill rhe composite piperitae tincture chloroform et morphine,,,,
169,False,steamer come geno delicious run hour go run cornish road nice satisfied see outside beautiful town rise picturesque white cluster olive wood rock hill margin sea,,,,
737,True,man make manure open vessel smell street offensive remark utter passenger,,,,
1421,True,perfume perfume interesting present point view certainly musk,,,,
2582,True,auditorium nearly characteristic porch color,,,,
1731,False,myrtaceae,,,,
634,True,short time ago water tidal pump liquid stand hour smell say report dip sewer,,,,
2753,False,rainwater pint yell egg salt handful beat let stand hour cask use rod day come,,,,
1752,False,love insect seek similar expression fear secretion believe furnish suitable mean intercourse especially fragrance love creature butterfly,,,,
1290,True,elder bitter smell scorphularia discuss faculty outwardly fetidness bitterness,,,,
579,False,place clean stone paved good water supply ventilation neighbourhood round overcrowded,,,,
2013,True,acid fume escape condensation discharge elevation foot,,,,
1744,False,prepare spiritus juniper,,,,
892,False,walk,,,,
2384,False,taste burn sweetest aromatic,,,,
780,False,feel examination past exertion board officer task improve habitation poor introduce order cleanliness humanize habit life infancy say consider humanization habit people necessary education culture understanding,,,,
159,False,,,,,
2339,False,sort frequently sell perfume pretended sailor low price shilling ounce ounce true musk shilling far cheap quantity true musk suppose enter composition pound,,,,
1509,False,describe observer general gangrenous,,,,
2293,False,purpose use heinous gum tenacious wax differ greatly,,,,
61,False,house life know minute certain attract meantime enthusiastic devotion establishment,,,,
849,False,true nation occupy corresponding level civilisation manifest instinctive abhorrence leave practical genius english race effect natural repugnance translate urging practice,,,,
